lp;czas;nr rej
2069;08:45:28;AB4325
2070;08:45:29;CC1024
2071;08:45:44;CC1019
2072;08:45:51;AA2683
2073;08:45:59;CB2411
2074;08:46:02;CC5960
2075;08:46:09;CC2306
2076;08:46:23;AB4647
2077;08:46:34;CB5177
2078;08:46:36;AC3070
2079;08:46:44;BA5582
2080;08:46:55;CB9587
2081;08:47:10;AB2320
2082;08:47:20;BA7138
2083;08:47:30;BB8440
2084;08:47:36;AA6218
2085;08:47:40;BC8990
2086;08:47:51;CC2399
2087;08:48:06;CB9787
2088;08:48:13;AC4854
2089;08:48:28;CB8619
2090;08:48:40;CC7872
2091;08:48:47;BB7665
2092;08:49:02;AB7417
2093;08:49:15;CC3182
2094;08:49:30;AA5503
2095;08:49:32;BB2454
2096;08:49:40;AA8587
2097;08:49:48;AC4058
2098;08:50:02;BB6749
2099;08:50:12;AA7629
2100;08:50:27;BC2070
2101;08:50:37;AB7733
2102;08:50:38;AB2235
2103;08:50:46;BA3868
2104;08:50:59;AC6490
2105;08:51:01;AA6695
2106;08:51:11;BA9554
2107;08:51:24;AA3321
2108;08:51:27;CA7172
2109;08:51:38;CA6870
2110;08:51:41;CB7430
2111;08:51:56;CA4579
2112;08:51:59;CA9145
2113;08:52:04;CC2580
2114;08:52:12;BA9760
2115;08:52:19;AC9795
2116;08:52:28;AC2327
2117;08:52:42;AA2984
2118;08:52:56;BC1528
2119;08:52:58;BC1190
2120;08:53:13;CC2190
2121;08:53:21;CC1484
2122;08:53:33;CB6690
2123;08:53:40;CC7463
2124;08:53:47;BB2584
2125;08:53:52;BB7282
2126;08:53:55;AC4807
2127;08:54:08;CA2348
2128;08:54:16;BA7284
2129;08:54:17;CA1776
2130;08:54:28;BB1561
2131;08:54:32;BC6158
2132;08:54:41;BB8234
2133;08:54:42;CC8237
2134;08:54:52;AB9082
2135;08:54:57;CA2915
2136;08:55:09;BC2088
2137;08:55:24;AA7144
2138;08:55:38;CB6032
2139;08:55:49;BA9008
2140;08:55:53;CA8942
2141;08:55:55;CB6757
2142;08:56:03;AB4094
2143;08:56:11;BC1039
2144;08:56:25;CA1942
2145;08:56:33;CB5256
2146;08:56:47;BB5428
2147;08:57:01;BC1642
2148;08:57:03;BB6206
2149;08:57:14;AB9496
2150;08:57:20;BC7776
2151;08:57:28;AB8568
2152;08:57:38;CB3133
2153;08:57:49;CC3270
2154;08:57:59;CC8970
2155;08:58:10;CB9190
2156;08:58:12;AB8273
2157;08:58:21;BB3767
2158;08:58:31;CC6593
2159;08:58:44;CB2508
2160;08:58:52;CC1255
2161;08:58:56;AA7278
2162;08:59:08;BB1565
2163;08:59:13;CC1395
2164;08:59:19;CC7762
2165;08:59:27;BA9863
2166;08:59:39;AB6166
2167;08:59:51;BB3689
2168;08:59:59;AC6964
2169;09:00:12;BB3689
2170;09:00:26;CA3680
2171;09:00:30;CC7228
2172;09:00:36;BA6925
2173;09:00:50;AA9245
2174;09:01:04;AC6968
2175;09:01:14;BA3865
2176;09:01:23;AA1442
2177;09:01:34;CA4709
2178;09:01:47;CC6766
2179;09:01:51;AC8889
2180;09:01:54;AC9912
2181;09:02:05;BA8223
2182;09:02:18;CA8204
2183;09:02:25;AB5683
2184;09:02:38;AA8311
2185;09:02:45;AC7939
2186;09:02:57;AA5721
2187;09:03:03;AC7247
2188;09:03:15;AC1101
2189;09:03:23;AC7981
2190;09:03:34;AC5506
2191;09:03:42;CA8643
2192;09:03:48;CA7736
2193;09:04:00;AC6089
2194;09:04:06;BB7023
2195;09:04:10;BA6427
2196;09:04:14;CA1374
2197;09:04:15;BA5698
2198;09:04:28;BB2362
2199;09:04:33;AC2943
2200;09:04:36;CB7670
2201;09:04:51;AC2003
2202;09:05:04;CA8144
2203;09:05:11;AB3192
2204;09:05:22;BB8805
2205;09:05:31;BA3087
2206;09:05:38;BB6372
2207;09:05:51;CB6710
2208;09:06:00;CA4997
2209;09:06:11;AC2712
2210;09:06:22;AC9451
2211;09:06:37;BB7912
2212;09:06:42;BC2538
2213;09:06:52;BB4106
2214;09:06:59;CC5981
2215;09:07:10;BA8336
2216;09:07:19;BB7013
2217;09:07:26;AC5838
2218;09:07:33;BC5676
2219;09:07:43;AA1970
2220;09:07:49;CC7612
2221;09:08:00;BC5245
2222;09:08:04;CA5279
2223;09:08:13;CB8285
2224;09:08:20;BB5204
2225;09:08:32;CA3072
2226;09:08:43;BA4296
2227;09:08:45;CA6808
2228;09:08:56;BB1013
2229;09:09:08;BB7150
2230;09:09:23;CC6579
2231;09:09:26;BC4133
2232;09:09:32;BA7223
2233;09:09:47;AA9529
2234;09:10:02;AA3975
2235;09:10:07;BC9890
2236;09:10:16;AB4230
2237;09:10:30;AA4245
2238;09:10:42;CA5347
2239;09:10:54;AB6235
2240;09:10:56;BB2129
2241;09:11:11;BC5595
2242;09:11:13;AC3136
2243;09:11:23;AC7431
2244;09:11:25;CB9784
2245;09:11:32;CB8436
2246;09:11:36;BB3206
2247;09:11:38;CC7644
2248;09:11:39;AC7176
2249;09:11:45;AA4822
2250;09:11:46;AC3354
2251;09:11:51;CA1514
2252;09:11:52;AA3231
2253;09:12:07;AB2075
2254;09:12:17;CA3003
2255;09:12:29;CA2779
2256;09:12:43;BB5079
2257;09:12:52;CB9900
2258;09:13:06;CA2298
2259;09:13:13;AA3392
2260;09:13:26;AA6580
2261;09:13:40;BC6963
2262;09:13:48;BB4641
2263;09:14:03;BA6964
2264;09:14:04;AC8437
2265;09:14:08;BB7515
2266;09:14:11;AC4814
2267;09:14:16;AA3871
2268;09:14:29;AB2768
2269;09:14:32;BB8999
2270;09:14:41;CC7838
2271;09:14:54;AC9321
2272;09:14:57;CB2107
2273;09:15:07;CB8228
2274;09:15:10;CA2526
2275;09:15:14;CC5917
2276;09:15:15;BB5742
2277;09:15:23;BA8594
2278;09:15:35;CC1535
2279;09:15:42;AA5096
2280;09:15:47;AB4928
2281;09:15:54;BC6372
2282;09:16:06;AA1687
2283;09:16:13;AB9057
2284;09:16:26;BB7242
2285;09:16:30;CB1372
2286;09:16:40;CC1555
2287;09:16:45;AA2040
2288;09:16:54;CC5728
2289;09:17:01;AB4637
2290;09:17:07;AB5449
2291;09:17:22;BA6311
2292;09:17:30;CB8720
2293;09:17:34;AB2419
2294;09:17:36;AC9660
2295;09:17:37;CA1137
2296;09:17:52;BC1799
2297;09:18:00;AC2531
2298;09:18:12;BC3572
2299;09:18:23;CC7556
2300;09:18:31;AB1864
2301;09:18:42;AA3069
2302;09:18:45;CB5365
2303;09:18:55;CB8878
2304;09:19:08;AC8013
2305;09:19:10;AB8593
2306;09:19:13;AC4214
2307;09:19:18;AC3722
2308;09:19:19;AC5451
2309;09:19:25;BB8422
2310;09:19:28;BA4584
2311;09:19:39;BA4622
2312;09:19:47;CA7534
2313;09:19:55;BC7081
2314;09:20:07;CB9890
2315;09:20:11;AA5619
2316;09:20:21;CC2012
2317;09:20:24;BA7971
2318;09:20:25;BB1550
2319;09:20:28;BC1972
2320;09:20:30;BB2372
2321;09:20:33;CB5067
2322;09:20:44;BC4552
2323;09:20:52;AC1307
2324;09:20:56;AA7053
2325;09:21:07;BC5201
2326;09:21:17;AB7822
2327;09:21:32;AC7491
2328;09:21:37;BB5346
2329;09:21:46;BA7097
2330;09:21:59;AA9006
2331;09:22:08;AA4774
2332;09:22:12;BC2863
2333;09:22:19;BA6722
2334;09:22:21;BA2678
2335;09:22:30;AA5118
2336;09:22:37;CC9563
2337;09:22:39;AC8241
2338;09:22:41;BC2480
2339;09:22:55;AB7212
2340;09:23:05;BB9649
2341;09:23:12;BC4653
2342;09:23:26;CA6209
2343;09:23:28;BB5586
2344;09:23:38;BA3620
2345;09:23:52;AC3980
2346;09:23:59;BC9071
2347;09:24:04;BC6204
2348;09:24:05;BC3633
2349;09:24:16;CB4528
2350;09:24:25;AA6025
2351;09:24:29;AC4439
2352;09:24:32;BC5791
2353;09:24:34;AC2374
2354;09:24:49;AB6895
2355;09:24:57;AA7511
2356;09:25:12;AA2540
2357;09:25:19;AA6658
2358;09:25:32;AA5001
2359;09:25:35;BB6922
2360;09:25:46;AA7924
2361;09:25:52;AB5300
2362;09:26:02;AA8847
2363;09:26:14;AB1227
2364;09:26:28;BB9503
2365;09:26:31;CC4900
2366;09:26:32;BA6956
2367;09:26:44;BB4942
2368;09:26:47;AC6074
2369;09:26:58;AA1133
2370;09:27:05;AB1879
2371;09:27:18;AA7125
2372;09:27:29;BC6692
2373;09:27:34;BB6509
2374;09:27:42;BB2480
2375;09:27:54;AA3179
2376;09:28:09;AB6739
2377;09:28:22;AA4585
2378;09:28:33;AA3523
2379;09:28:35;CA8457
2380;09:28:38;AA5895
2381;09:28:43;CB8828
2382;09:28:46;AB2509
2383;09:28:49;BC8264
2384;09:28:56;AB7994
2385;09:29:10;AA6986
2386;09:29:14;BB1045
2387;09:29:15;AC7856
2388;09:29:21;CB7560
2389;09:29:35;BB6967
2390;09:29:39;BA2158
2391;09:29:48;BB2787
2392;09:29:50;AA1897
2393;09:29:59;CC7692
2394;09:30:05;CA2221
2395;09:30:20;AB5394
2396;09:30:28;CC9206
2397;09:30:33;BC2033
2398;09:30:48;CC8560
2399;09:30:59;BB4927
2400;09:31:03;AC2433
2401;09:31:13;BA2160
2402;09:31:28;CA4164
2403;09:31:40;AC7243
2404;09:31:49;AA2025
2405;09:32:03;BC1204
2406;09:32:13;CB8239
2407;09:32:22;CC1129
2408;09:32:36;AC7438
2409;09:32:38;BC1355
2410;09:32:42;CC6268
2411;09:32:54;BC9286
2412;09:33:01;CA5947
2413;09:33:02;AA7533
2414;09:33:03;AC2096
2415;09:33:12;AA3897
2416;09:33:16;AA7261
2417;09:33:19;AA6683
2418;09:33:26;BC5858
2419;09:33:31;CA7608
2420;09:33:33;CB9836
2421;09:33:40;CB2117
2422;09:33:49;AA3390
2423;09:33:56;CC6836
2424;09:34:03;AA1209
2425;09:34:10;BC4952
2426;09:34:17;AB9212
2427;09:34:28;AA1403
2428;09:34:30;CB9760
2429;09:34:44;BA9260
2430;09:34:51;BB5849
2431;09:34:53;AC3325
2432;09:35:01;BC4009
2433;09:35:11;CA6231
2434;09:35:24;BC6260
2435;09:35:33;BA7150
2436;09:35:41;CC4062
2437;09:35:48;BC3346
2438;09:36:01;AA9604
2439;09:36:06;CC4617
2440;09:36:13;AC5888
2441;09:36:19;BC3565
2442;09:36:27;BB6903
2443;09:36:40;AB5458
2444;09:36:41;CC3074
2445;09:36:55;BC4845
2446;09:37:07;AB2543
2447;09:37:21;AB1313
2448;09:37:36;CC8945
2449;09:37:46;AC4661
2450;09:37:55;AA4204
2451;09:37:57;AA9776
2452;09:38:03;CC6552
2453;09:38:15;AB5566
2454;09:38:17;BB5180
2455;09:38:27;CA2162
2456;09:38:34;BA2126
2457;09:38:45;BB8825
2458;09:38:52;CB1221
2459;09:38:53;AC2981
2460;09:39:05;CC5727
2461;09:39:19;CB4775
2462;09:39:21;BB6649
2463;09:39:34;CB6720
2464;09:39:35;AB2298
2465;09:39:50;CB4573
2466;09:40:02;AB5818
2467;09:40:13;AC7838
2468;09:40:24;AA9205
2469;09:40:31;BC6394
2470;09:40:32;AA7382
2471;09:40:43;BB4047
2472;09:40:52;CC6533
2473;09:41:07;AA3339
2474;09:41:21;BC1297
2475;09:41:30;AB5373
2476;09:41:31;BC7324
2477;09:41:44;AC7493
2478;09:41:45;AC2737
2479;09:41:56;AA7651
2480;09:42:11;BC8301
2481;09:42:21;CB1805
2482;09:42:34;AC2755
2483;09:42:47;BA3611
2484;09:42:51;CB5808
2485;09:43:00;AB7671
2486;09:43:06;CC8946
2487;09:43:13;BB6026
2488;09:43:20;CC3927
2489;09:43:33;AC7167
2490;09:43:35;AA6050
2491;09:43:47;CA3489
2492;09:43:59;CC6640
2493;09:44:04;BC5234
2494;09:44:18;BB7356
2495;09:44:19;CC3479
2496;09:44:25;AC1972
2497;09:44:34;BC1171
2498;09:44:44;CB2792
2499;09:44:52;CB5753
2500;09:45:01;CC2624
2501;09:45:16;CC5017
2502;09:45:17;BA2486
2503;09:45:19;AB8068
2504;09:45:29;BA1115
2505;09:45:37;CB6089
2506;09:45:40;CB8875
2507;09:45:43;CA7869
2508;09:45:44;AA6970
2509;09:45:52;AC4626
2510;09:45:54;CB7212
2511;09:46:00;BA5901
2512;09:46:15;CC3587
2513;09:46:25;CB3148
2514;09:46:35;AC2326
2515;09:46:41;CA5464
2516;09:46:50;AA2918
2517;09:46:59;AB3863
2518;09:47:11;CA9788
2519;09:47:21;CA3954
2520;09:47:29;CB7066
2521;09:47:44;AB4600
2522;09:47:53;BB5952
2523;09:48:03;BB3770
2524;09:48:06;CC5959
2525;09:48:15;AA3621
2526;09:48:23;BA2227
2527;09:48:31;BA8264
2528;09:48:45;AB4446
2529;09:48:46;CA8204
2530;09:48:49;CB6437
2531;09:48:55;CC5313
2532;09:49:02;CA2802
2533;09:49:08;AC7939
2534;09:49:09;AA5906
2535;09:49:19;AC7247
2536;09:49:24;AC7530
2537;09:49:39;AA1740
2538;09:49:49;AC7981
2539;09:49:55;AA1089
2540;09:49:57;BC2147
2541;09:50:03;AC5506
2542;09:50:06;BC4962
2543;09:50:09;AC6795
2544;09:50:10;AB7723
2545;09:50:18;AB6316
2546;09:50:20;BA9640
2547;09:50:33;CA1923
2548;09:50:48;BC8305
2549;09:50:59;CA9033
2550;09:51:01;BC2199
2551;09:51:11;CA2873
2552;09:51:12;BC7378
2553;09:51:20;AC4969
2554;09:51:25;AA6611
2555;09:51:31;AC6210
2556;09:51:40;CB4318
2557;09:51:50;BB3783
2558;09:51:53;BB7482
2559;09:52:05;AA4110
2560;09:52:09;CB4412
2561;09:52:11;CB3998
2562;09:52:21;AA5831
2563;09:52:33;BA1489
2564;09:52:41;BB2356
2565;09:52:46;AC1196
2566;09:52:47;CB7889
2567;09:52:58;BC7989
2568;09:53:01;BB6352
2569;09:53:10;BB9546
2570;09:53:16;AC2186
2571;09:53:18;CC7014
2572;09:53:31;BB6205
2573;09:53:45;CA4366
2574;09:53:55;CB1401
2575;09:54:00;CB7848
2576;09:54:04;BB3233
2577;09:54:13;AB3281
2578;09:54:24;AA4438
2579;09:54:30;CB7835
2580;09:54:43;BA3778
2581;09:54:58;AA6446
2582;09:55:04;BA2260
2583;09:55:07;CB1305
2584;09:55:13;BC5142
2585;09:55:27;BC7212
2586;09:55:37;AA4621
2587;09:55:49;CB6415
2588;09:55:50;CB2134
2589;09:55:56;AC6443
2590;09:55:57;BC9878
2591;09:56:04;AA8757
2592;09:56:13;AC7733
2593;09:56:19;CC8274
2594;09:56:24;CA6485
2595;09:56:38;BC7551
2596;09:56:47;CC9763
2597;09:56:59;BA8661
2598;09:57:02;BC6735
2599;09:57:10;BA9350
2600;09:57:17;CA9754
2601;09:57:25;CB5321
2602;09:57:33;AA3587
2603;09:57:36;BB4165
2604;09:57:45;AB1633
2605;09:57:57;AB5069
2606;09:57:59;CB1084
2607;09:58:00;CC8579
2608;09:58:05;CB8417
2609;09:58:12;BA4594
2610;09:58:19;AA9019
2611;09:58:30;BC8485
2612;09:58:38;AB8169
2613;09:58:53;CC3463
2614;09:59:04;CA6560
2615;09:59:16;CB3735
2616;09:59:25;BB2055
2617;09:59:26;BA7421
2618;09:59:31;AA2556
2619;09:59:35;AB1823
2620;09:59:37;BB3689
2621;09:59:48;CB6691
2622;10:00:03;BB8294
2623;10:00:14;BB3689
2624;10:00:20;BB7351
2625;10:00:30;CB1110
2626;10:00:35;CB6934
2627;10:00:42;AC8901
2628;10:00:47;CC9139
2629;10:00:53;AA8944
2630;10:00:58;BC2568
2631;10:01:03;AA8077
2632;10:01:14;CA5060
2633;10:01:23;CA7588
2634;10:01:27;BA4623
2635;10:01:35;AB6193
2636;10:01:41;CC3010
2637;10:01:48;CB1767
2638;10:02:01;AB8940
2639;10:02:13;BB5311
2640;10:02:25;CB1607
2641;10:02:32;BA7386
2642;10:02:38;AB4536
2643;10:02:48;AA2010
2644;10:02:50;CB6241
2645;10:03:05;CC6522
2646;10:03:15;BC1045
2647;10:03:21;CC5832
2648;10:03:26;BB9336
2649;10:03:27;AA1730
2650;10:03:29;AC3873
2651;10:03:38;AB1822
2652;10:03:52;BC6596
2653;10:04:01;CB7943
2654;10:04:10;BC1589
2655;10:04:25;BA8677
2656;10:04:27;CC4237
2657;10:04:30;CA8204
2658;10:04:37;CA3662
2659;10:04:40;AC4885
2660;10:04:43;AC7939
2661;10:04:55;BA5689
2662;10:05:07;BC4549
2663;10:05:09;AC7247
2664;10:05:23;AA6513
2665;10:05:34;AC7981
2666;10:05:39;CC3128
2667;10:05:51;AC5506
2668;10:05:56;AA2809
2669;10:05:59;BC8348
2670;10:06:03;AB3679
2671;10:06:14;BB2702
2672;10:06:20;CB9110
2673;10:06:32;BA5469
2674;10:06:43;CB2212
2675;10:06:46;AC7572
2676;10:06:59;AA6126
2677;10:07:09;CB8852
2678;10:07:11;BC8824
2679;10:07:14;BB3216
2680;10:07:15;AC5602
2681;10:07:17;BA4814
2682;10:07:28;AB8602
2683;10:07:35;BB5092
2684;10:07:47;CC3796
2685;10:07:55;BC2993
2686;10:08:09;BB4300
2687;10:08:13;BC7207
2688;10:08:22;BA2187
2689;10:08:33;CB4684
2690;10:08:35;CA8230
2691;10:08:49;CB7585
2692;10:09:04;BC4449
2693;10:09:06;AC2580
2694;10:09:17;BC5383
2695;10:09:19;AC4597
2696;10:09:24;AA3556
2697;10:09:37;CA3467
2698;10:09:43;AB7033
2699;10:09:52;BC4146
2700;10:09:55;AB9994
2701;10:10:06;AA5791
2702;10:10:19;BB9335
2703;10:10:33;BC3787
2704;10:10:36;AC2092
2705;10:10:51;CA2560
2706;10:10:52;CB5300
2707;10:11:04;AB8597
2708;10:11:19;BC5289
2709;10:11:21;AC7972
2710;10:11:26;BB9481
2711;10:11:28;BB4214
2712;10:11:40;CC6777
2713;10:11:47;BA5382
2714;10:11:51;CB4285
2715;10:12:04;BA5915
2716;10:12:14;AC4335
2717;10:12:26;AB8027
2718;10:12:36;BB6899
2719;10:12:39;BC8425
2720;10:12:42;BC7118
2721;10:12:45;BA7183
2722;10:12:59;AA5136
2723;10:13:12;CA4959
2724;10:13:18;CA7996
2725;10:13:19;BA3145
2726;10:13:27;CB3566
2727;10:13:42;BB3209
2728;10:13:55;CA5855
2729;10:14:10;BB5553
2730;10:14:14;AA8835
2731;10:14:29;BA6479
2732;10:14:41;CA7191
2733;10:14:46;CA6692
2734;10:14:58;AB9831
2735;10:15:04;CA7956
2736;10:15:18;CA5480
2737;10:15:19;AB1842
2738;10:15:23;BA7346
2739;10:15:24;CC9886
2740;10:15:39;BB5289
2741;10:15:42;BC3203
2742;10:15:49;BA2028
2743;10:15:57;CC2046
2744;10:16:02;AA8956
2745;10:16:09;AA5756
2746;10:16:24;CA5199
2747;10:16:37;AC2352
2748;10:16:43;AC3614
2749;10:16:54;BC9676
2750;10:16:58;BC8321
2751;10:17:08;CB1732
2752;10:17:16;CA3161
2753;10:17:19;BB8856
2754;10:17:29;CA1746
2755;10:17:39;CA7666
2756;10:17:40;AA4499
2757;10:17:51;CC7663
2758;10:17:57;AC6239
2759;10:17:59;BC6296
2760;10:18:13;AA7434
2761;10:18:17;CB9441
2762;10:18:19;BC6650
2763;10:18:34;AB5605
2764;10:18:48;BA9965
2765;10:18:50;BA1653
2766;10:18:53;BA6904
2767;10:19:08;CA7959
2768;10:19:15;CA7392
2769;10:19:23;BC2463
2770;10:19:35;CA3984
2771;10:19:48;AB7109
2772;10:20:03;CC4999
2773;10:20:13;AA2883
2774;10:20:24;BA4620
2775;10:20:35;AA9422
2776;10:20:42;BC6970
2777;10:20:48;AB9142
2778;10:20:50;CC3382
2779;10:20:58;CB8058
2780;10:21:09;BA6084
2781;10:21:12;AB7523
2782;10:21:17;AA3496
2783;10:21:26;CB8494
2784;10:21:27;AC3739
2785;10:21:30;AC8789
2786;10:21:45;BB6873
2787;10:21:47;CB9351
2788;10:21:50;AB7371
2789;10:22:02;AA1192
2790;10:22:09;CC8133
2791;10:22:16;AC7369
2792;10:22:27;BA9420
2793;10:22:31;AC2701
2794;10:22:34;AA8494
2795;10:22:42;CB4595
2796;10:22:53;BC8642
2797;10:23:01;CC5442
2798;10:23:04;AC9162
2799;10:23:12;AB8575
2800;10:23:27;BB5878
2801;10:23:38;BB4806
2802;10:23:51;BB3603
2803;10:23:55;AC5870
2804;10:23:56;BA3577
2805;10:24:04;AC5745
2806;10:24:06;BA9943
2807;10:24:12;AA2389
2808;10:24:21;AC8330
2809;10:24:27;BB1908
2810;10:24:32;AB8286
2811;10:24:34;CB1951
2812;10:24:49;CB9387
2813;10:24:58;BB3519
2814;10:24:59;BA1323
2815;10:25:08;AB9180
2816;10:25:18;CB9656
2817;10:25:25;CC9215
2818;10:25:27;CC1615
2819;10:25:38;BC8267
2820;10:25:40;CC7793
2821;10:25:49;BC2895
2822;10:25:52;AB9098
2823;10:25:59;AC8573
2824;10:26:13;BC4274
2825;10:26:17;BC9609
2826;10:26:28;CC6297
2827;10:26:41;BA1615
2828;10:26:50;CC1923
2829;10:26:52;CC8986
2830;10:27:00;CC8041
2831;10:27:06;BB3028
2832;10:27:21;AA8071
2833;10:27:27;AA6038
2834;10:27:35;BB2505
2835;10:27:50;AB8829
2836;10:27:55;CB4218
2837;10:28:07;BB7143
2838;10:28:13;CC1282
2839;10:28:24;CA8204
2840;10:28:37;AC2680
2841;10:28:43;CC3546
2842;10:28:46;BB8929
2843;10:28:49;AC7939
2844;10:29:02;AA7407
2845;10:29:17;AC7247
2846;10:29:20;AC7981
2847;10:29:35;AC4553
2848;10:29:47;AC5506
2849;10:29:49;CB5521
2850;10:29:59;BA6881
2851;10:30:14;CB3697
2852;10:30:29;AA2422
2853;10:30:35;AB7700
2854;10:30:43;AC4594
2855;10:30:53;AB1987
2856;10:31:03;BC2208
2857;10:31:06;BC6026
2858;10:31:16;CC7839
2859;10:31:30;BA1793
2860;10:31:41;CC5565
2861;10:31:56;BA1530
2862;10:32:11;BB2089
2863;10:32:14;AB6645
2864;10:32:28;BB6652
2865;10:32:33;AA7395
2866;10:32:44;BA4888
2867;10:32:51;AC8512
2868;10:32:59;BA2801
2869;10:33:04;AC2398
2870;10:33:06;BB3055
2871;10:33:18;BB6119
2872;10:33:32;BA4267
2873;10:33:44;BC5449
2874;10:33:57;CB5284
2875;10:33:59;CB3850
2876;10:34:07;CA8796
2877;10:34:11;BA6590
2878;10:34:24;BC2686
2879;10:34:27;CB5714
2880;10:34:28;BC8632
2881;10:34:33;BB2631
2882;10:34:43;CB7207
2883;10:34:58;BC4567
2884;10:35:04;BC4389
2885;10:35:06;AC2314
2886;10:35:08;AC4676
2887;10:35:11;BC4635
2888;10:35:16;CB2380
2889;10:35:27;AB2536
2890;10:35:37;CB6658
2891;10:35:48;BC7906
2892;10:36:03;CA9488
2893;10:36:17;BC4184
2894;10:36:25;CC3139
2895;10:36:29;AA8788
2896;10:36:36;BA5720
2897;10:36:50;CB9935
2898;10:36:54;AB8391
2899;10:37:01;AB2952
2900;10:37:14;AA2337
2901;10:37:22;BA8285
2902;10:37:26;AB3619
2903;10:37:29;CB3605
2904;10:37:30;AC1541
2905;10:37:36;BB6647
2906;10:37:40;CA4201
2907;10:37:50;CB2981
2908;10:38:05;BC4555
2909;10:38:15;CA8761
2910;10:38:26;BC6784
2911;10:38:41;BA1634
2912;10:38:50;CC9602
2913;10:39:04;AB7725
2914;10:39:13;AC2274
2915;10:39:22;BA5261
2916;10:39:25;AA1478
2917;10:39:34;CC4429
2918;10:39:36;AC6877
2919;10:39:42;BA6127
2920;10:39:55;BC2810
2921;10:40:07;BB5550
2922;10:40:17;BA8582
2923;10:40:18;CB5615
2924;10:40:32;BA1571
2925;10:40:42;BC7521
2926;10:40:44;CB8398
2927;10:40:59;BB5279
2928;10:41:03;BA3725
2929;10:41:17;AC6487
2930;10:41:28;BB2453
2931;10:41:32;BB7398
2932;10:41:41;CA5119
2933;10:41:46;CA6179
2934;10:41:53;BA4533
2935;10:42:04;AB6294
2936;10:42:11;AC8528
2937;10:42:22;AB6412
2938;10:42:26;CC6660
2939;10:42:40;AB6812
2940;10:42:51;CB7355
2941;10:43:04;AC4944
2942;10:43:10;BC9306
2943;10:43:25;CC2607
2944;10:43:37;CB3256
2945;10:43:39;AA6919
2946;10:43:44;BC4281
2947;10:43:49;AB7780
2948;10:44:02;AA1370
2949;10:44:11;CB5801
2950;10:44:21;CA9242
2951;10:44:33;CA3749
2952;10:44:34;BA1217
2953;10:44:40;BB2738
2954;10:44:42;BA9972
2955;10:44:46;AB3640
2956;10:44:52;BA2755
2957;10:45:03;CB1614
2958;10:45:06;BC1928
2959;10:45:08;AB2491
2960;10:45:10;AB6994
2961;10:45:19;BA9958
2962;10:45:21;CA5770
2963;10:45:23;AC3297
2964;10:45:27;BA7979
2965;10:45:37;AC1508
2966;10:45:46;AA8873
2967;10:46:00;AC3864
2968;10:46:10;CC7949
2969;10:46:21;CB1876
2970;10:46:31;AB7250
2971;10:46:46;CC6693
2972;10:46:54;BC3449
2973;10:47:08;AB8865
2974;10:47:15;BB8554
2975;10:47:19;AC7259
2976;10:47:29;CB9774
2977;10:47:44;CC4404
2978;10:47:47;CA2978
2979;10:47:53;BB2855
2980;10:48:05;AA3974
2981;10:48:17;BB4764
2982;10:48:21;BC2980
2983;10:48:26;AB6807
2984;10:48:31;AC2250
2985;10:48:46;BC5898
2986;10:48:55;AC2598
2987;10:49:06;BC8064
2988;10:49:14;CA1888
2989;10:49:24;CB3023
2990;10:49:27;AA2814
2991;10:49:35;AB1735
2992;10:49:42;BA9035
2993;10:49:50;AC6234
2994;10:49:54;BB1392
2995;10:50:05;AB5185
2996;10:50:06;BC9706
2997;10:50:07;CB2661
2998;10:50:09;AC1770
2999;10:50:19;CA2668
3000;10:50:34;AA2037
3001;10:50:49;BB2014
3002;10:51:04;BA4359
3003;10:51:10;CB8301
3004;10:51:17;CC7596
3005;10:51:22;BB3986
3006;10:51:24;BB9281
3007;10:51:39;BA9116
3008;10:51:42;AC9594
3009;10:51:53;CA1724
3010;10:51:57;AA8284
3011;10:52:08;BC5999
3012;10:52:09;CB2952
3013;10:52:23;BC4469
3014;10:52:31;BC4053
3015;10:52:38;CA5076
3016;10:52:48;BC5360
3017;10:52:49;CA3354
3018;10:53:00;CB8910
3019;10:53:13;AC1063
3020;10:53:18;CB9777
3021;10:53:30;BC2187
3022;10:53:40;CC1844
3023;10:53:45;CC4200
3024;10:53:55;AB9544
3025;10:54:09;BC4481
3026;10:54:15;CC9136
3027;10:54:20;BA8412
3028;10:54:23;AC3650
3029;10:54:32;BB3604
3030;10:54:39;BA8362
3031;10:54:40;CC5869
3032;10:54:42;BC1178
3033;10:54:54;BC2179
3034;10:55:04;CA5298
3035;10:55:10;BB6755
3036;10:55:16;BB1559
3037;10:55:19;BC7170
3038;10:55:20;BB1196
3039;10:55:26;BC7541
3040;10:55:41;CB6808
3041;10:55:50;AA3960
3042;10:55:56;AC6044
3043;10:56:01;BC2432
3044;10:56:13;BA7520
3045;10:56:25;AB4398
3046;10:56:27;CB9419
3047;10:56:41;CA8173
3048;10:56:52;CA6635
3049;10:57:07;CA5514
3050;10:57:18;BC7261
3051;10:57:25;BC6951
3052;10:57:38;CC7693
3053;10:57:45;BB1640
3054;10:57:59;CB8653
3055;10:58:02;BC2402
3056;10:58:03;AB3841
3057;10:58:15;AA5580
3058;10:58:16;AA3862
3059;10:58:29;AC1229
3060;10:58:42;CB5125
3061;10:58:48;AB3324
3062;10:58:55;BA2873
3063;10:59:02;BB8278
3064;10:59:06;AA6375
3065;10:59:07;AB5140
3066;10:59:14;AC9900
3067;10:59:20;BB6145
